epoch,train_loss,val_acc,val_f1,test_acc,test_f1
1,1.9113019011741461,0.26582278481012656,0.11761913802923864,0.24472573839662448,0.10470588235294118
2,1.8034767605537592,0.270042194092827,0.1345899470899471,0.25316455696202533,0.14109005075113815
3,1.7808276941609937,0.20253164556962025,0.13681300210139596,0.19831223628691982,0.13575126807982812
4,1.734248818353165,0.2742616033755274,0.16402015262364483,0.27848101265822783,0.16733893557422969
5,1.6483280769614286,0.2616033755274262,0.19917495144265923,0.31223628691983124,0.24579164253973865
6,1.56712072394615,0.4472573839662447,0.315984917295735,0.45569620253164556,0.34030406507728994
7,1.4714711377787035,0.4177215189873418,0.2691787201467511,0.39662447257383965,0.2737323614726758
8,1.4421451812566712,0.37130801687763715,0.2907314891904228,0.35443037974683544,0.2960178749098805
9,1.4324093059051868,0.459915611814346,0.31590124516563745,0.4978902953586498,0.37293525705212954
10,1.3906215346136759,0.5021097046413502,0.372318361035955,0.5189873417721519,0.38706496005197305
11,1.379547027654426,0.45569620253164556,0.30918876474320933,0.4641350210970464,0.32741534521300386
12,1.3630382377047872,0.510548523206751,0.349578802448982,0.5611814345991561,0.40857022243327995
13,1.3409645002941752,0.4641350210970464,0.36030207456169727,0.5147679324894515,0.4082177591502921
14,1.3506406961485398,0.4767932489451477,0.3741019022930136,0.4767932489451477,0.3992429363312979
15,1.343756351360055,0.5147679324894515,0.3955263938220602,0.5569620253164557,0.4585789270508612
16,1.298670765965484,0.4936708860759494,0.3877086577602929,0.4978902953586498,0.41524962609424715
17,1.324322500894236,0.48945147679324896,0.35039595995668743,0.5316455696202531,0.4225644869047268
18,1.3087883633236552,0.5063291139240507,0.39701714429572477,0.540084388185654,0.44279781275242636
19,1.310534815455592,0.510548523206751,0.38640452237601525,0.5569620253164557,0.45067174263366744
20,1.2799553898877876,0.5274261603375527,0.39308528962736344,0.5443037974683544,0.4310805995641607
21,1.3018147169157517,0.510548523206751,0.40659495984498234,0.5569620253164557,0.4759617438373199
22,1.2846177234206089,0.5316455696202531,0.42836181675467394,0.5654008438818565,0.47432049036987495
23,1.279732110888459,0.48945147679324896,0.370670592306407,0.5443037974683544,0.4524517689394166
24,1.272978147795034,0.5021097046413502,0.3856479445469977,0.5527426160337553,0.45603529998914255
25,1.2934107974518176,0.47257383966244726,0.38766431619050074,0.5189873417721519,0.45150192263762984
26,1.260363498399424,0.5063291139240507,0.4023117887008475,0.5569620253164557,0.47145087277780673
27,1.2570081810618556,0.5147679324894515,0.41866686106331186,0.540084388185654,0.4551378639425656
28,1.2541833894197332,0.5358649789029536,0.43332378995345383,0.6160337552742616,0.5411089206047205
29,1.277849599372509,0.5189873417721519,0.41632782413773123,0.5780590717299579,0.49806380267454214
30,1.2563356161117554,0.5147679324894515,0.4132338460696669,0.5822784810126582,0.4969439954816109
31,1.2245547216992045,0.5232067510548524,0.42535653068528706,0.5780590717299579,0.49867173676172155
32,1.2385592377463053,0.5316455696202531,0.42601796816287496,0.6033755274261603,0.5135390161886962
33,1.241905181906944,0.46835443037974683,0.38613944652233245,0.5274261603375527,0.4564775694385691
34,1.2323263329128886,0.4936708860759494,0.40029798839472946,0.5316455696202531,0.4401613388084824
35,1.2494895901790886,0.4936708860759494,0.40646348589595144,0.540084388185654,0.46097869581740547
36,1.2418377205382947,0.5021097046413502,0.42383038843388326,0.5569620253164557,0.4780285093201237
37,1.2345638441485027,0.5274261603375527,0.41592230782748985,0.5443037974683544,0.442522272135776
38,1.2385318750558898,0.5316455696202531,0.4292739645371224,0.5864978902953587,0.4929622233441072
39,1.2117885268011759,0.5485232067510548,0.44414504447198805,0.5907172995780591,0.4815391072381491
40,1.211248284162477,0.5189873417721519,0.40908010661267385,0.5443037974683544,0.4434378317244441
41,1.2047862826391709,0.5274261603375527,0.4520360432612479,0.5654008438818565,0.493475009576349
42,1.1880349655484044,0.5274261603375527,0.4342912989813482,0.5822784810126582,0.507263035901827
43,1.2121655164762986,0.510548523206751,0.43109435880372715,0.5485232067510548,0.48567293357637337
44,1.1930645537930866,0.5316455696202531,0.44888079737644826,0.5780590717299579,0.5170022774238541
45,1.186556902042655,0.5949367088607594,0.5285349015507824,0.6160337552742616,0.5661305700435925
46,1.174676348996717,0.5358649789029536,0.4657355321350901,0.5738396624472574,0.5042729696718762
47,1.161489905313004,0.5274261603375527,0.43034673821495767,0.5780590717299579,0.5038395354904922
48,1.1708462071973225,0.5147679324894515,0.41413774385378516,0.5654008438818565,0.46478005695959396
49,1.19914126950641,0.6118143459915611,0.548872649418,0.6497890295358649,0.6030523955667786
50,1.1597284799398377,0.5063291139240507,0.4132488092444729,0.5569620253164557,0.4807087446081572
51,1.1571884127550347,0.5147679324894515,0.42866892721865707,0.569620253164557,0.49032801800334447
52,1.1747374506883843,0.5274261603375527,0.43878795673344023,0.569620253164557,0.4968630067491159
53,1.1456584570019743,0.5949367088607594,0.5164310015156542,0.6329113924050633,0.566041086564496
54,1.1361151088115782,0.5991561181434599,0.503528659632285,0.6160337552742616,0.5258955285878527
55,1.1395488617032072,0.6244725738396625,0.5290272989855049,0.6329113924050633,0.5490546485525009
56,1.1565943554390308,0.5527426160337553,0.48320396972779767,0.6033755274261603,0.5446548922599344
57,1.1539692019307337,0.5443037974683544,0.4438047812227944,0.5780590717299579,0.4960797524941501
58,1.1459448115770208,0.510548523206751,0.41810172113947386,0.5569620253164557,0.4781312852366283
59,1.1616837049639501,0.5907172995780591,0.5280266280596344,0.6329113924050633,0.5876812138759006
60,1.1556816406028216,0.5822784810126582,0.521042013344223,0.620253164556962,0.573822952558766
61,1.1441534993260405,0.5611814345991561,0.48715816757493335,0.620253164556962,0.5478926244219859
62,1.122253373611805,0.5864978902953587,0.5092279573826182,0.6455696202531646,0.5795571491470756
63,1.1331114228381667,0.5358649789029536,0.43738408448054905,0.5907172995780591,0.5029522755885073
64,1.1650485188462014,0.5864978902953587,0.517833137958214,0.6413502109704642,0.5875952945280677
65,1.1365018847376802,0.5822784810126582,0.5271370589619121,0.6160337552742616,0.5723051525638888
66,1.1202003248902255,0.5527426160337553,0.48269966185859037,0.6160337552742616,0.5529569976672588
67,1.1261314652686896,0.6075949367088608,0.5407121120318635,0.6413502109704642,0.5878408288429661
68,1.1282337959422621,0.5485232067510548,0.48708482008496806,0.5864978902953587,0.5355467454172635
69,1.1207773727039958,0.6075949367088608,0.5143023503367974,0.6497890295358649,0.553997809950191
70,1.1044243657311728,0.5949367088607594,0.5274459073195451,0.6244725738396625,0.5768980919740715
71,1.1300658250963964,0.5991561181434599,0.5353371153695275,0.6455696202531646,0.5926888731277654
72,1.1268977855527125,0.6118143459915611,0.5332187956540764,0.6582278481012658,0.5860342129616463
73,1.1241709187973377,0.6371308016877637,0.5665789238925013,0.6835443037974683,0.6387737289365789
74,1.1023721029592115,0.5485232067510548,0.48246994369033247,0.5907172995780591,0.5183378003306475
75,1.1071248428766118,0.6286919831223629,0.564812479255333,0.6540084388185654,0.6021315157128162
76,1.0871544743693151,0.6033755274261603,0.5390117729575037,0.6497890295358649,0.5925900932804028
77,1.116369107434916,0.540084388185654,0.4527235066003816,0.5991561181434599,0.5321609421783048
78,1.1308035102001457,0.5274261603375527,0.42893763584132694,0.5822784810126582,0.4852487314748445
79,1.0880249808000964,0.5443037974683544,0.4909996551574922,0.5949367088607594,0.5438735290415974
80,1.1129360185113064,0.6244725738396625,0.5641449502898156,0.6413502109704642,0.5963942742773743
81,1.1243576296540194,0.510548523206751,0.4091627688333851,0.5611814345991561,0.4635062051597793
82,1.1221271489941798,0.620253164556962,0.5432079367464772,0.6540084388185654,0.5908832027658747
83,1.122479634229527,0.6160337552742616,0.5489067659237954,0.6708860759493671,0.6108954387185871
84,1.089323011941688,0.6160337552742616,0.5482439611844528,0.6751054852320675,0.6268944804645474
85,1.0773570468259412,0.5485232067510548,0.4823982361432124,0.5907172995780591,0.5303390288099139
86,1.088369790897813,0.5991561181434599,0.5342759642951035,0.6497890295358649,0.5890697094229355
87,1.1047459674435993,0.6413502109704642,0.5760176538166614,0.6624472573839663,0.6105587356893977
88,1.0924581691276196,0.6033755274261603,0.543829843879436,0.6371308016877637,0.6014277757948487
89,1.0779114781424057,0.6244725738396625,0.5595084226920694,0.6835443037974683,0.6319802717027667
90,1.0915233465128167,0.5274261603375527,0.45014307887431365,0.6118143459915611,0.5332269052672121
91,1.0964774239894957,0.5654008438818565,0.4855845533423932,0.6455696202531646,0.5810330583846441
92,1.0958095955294231,0.6118143459915611,0.5517794354292934,0.6582278481012658,0.6142501220561811
93,1.1052600602770961,0.6118143459915611,0.5525509114654387,0.6624472573839663,0.6266921077700562
94,1.103408977042797,0.6160337552742616,0.5371459226885644,0.6540084388185654,0.5960312347885238
95,1.071244941201321,0.5864978902953587,0.5312825496498966,0.6329113924050633,0.5898398946977899
96,1.0884610442228095,0.5485232067510548,0.44587085615519717,0.6286919831223629,0.5423586260118168
97,1.1067018495049588,0.6160337552742616,0.5495380660463653,0.6666666666666666,0.6122354185102691
98,1.0759525215902994,0.6160337552742616,0.553830545914636,0.6708860759493671,0.6180610874910615
99,1.0850745217744695,0.6329113924050633,0.5716683428118576,0.6666666666666666,0.6231117685231663
100,1.0656060437823451,0.5991561181434599,0.5400558347601065,0.6666666666666666,0.6193029584113967
101,1.072521798832472,0.6160337552742616,0.5536131703733387,0.6835443037974683,0.6324308777863774
102,1.1047001938487209,0.5991561181434599,0.5222567857942841,0.6160337552742616,0.5428219989808215
103,1.1051305657209352,0.620253164556962,0.558784968217076,0.679324894514768,0.6291432663343788
104,1.0819709716841233,0.620253164556962,0.5540636838538507,0.6919831223628692,0.6499751927996452
105,1.1014687321906866,0.5358649789029536,0.47053818698517136,0.5864978902953587,0.5294012832911643
106,1.0974918188050735,0.6160337552742616,0.5571235876882691,0.6877637130801688,0.6347709799450909
107,1.0722339444382245,0.6371308016877637,0.5737633081904743,0.6877637130801688,0.6431507811431096
108,1.1038121414739033,0.6244725738396625,0.5557087384872117,0.6708860759493671,0.6309556464726358
109,1.094392994115519,0.6075949367088608,0.5479376059799101,0.6666666666666666,0.6232415883414429
110,1.0862018770949786,0.620253164556962,0.5426347885593621,0.6497890295358649,0.5814543876684521
111,1.056881635688072,0.6244725738396625,0.559997154467094,0.6877637130801688,0.6365785083347307
112,1.0821320040281428,0.6075949367088608,0.545758211298484,0.679324894514768,0.6258208063562968
113,1.074955377467843,0.6118143459915611,0.5361456690938484,0.6413502109704642,0.5902202375348052
114,1.0806204939997472,0.6371308016877637,0.5705241678842826,0.70042194092827,0.6559573966406264
115,1.0802432728368183,0.5949367088607594,0.5381966813045663,0.6455696202531646,0.5917322608590884
116,1.0632762354473735,0.6540084388185654,0.5860240306575631,0.7046413502109705,0.6584764492143959
117,1.0688528529433317,0.6371308016877637,0.5657533070640893,0.6919831223628692,0.6380699033213604
118,1.0695006930550863,0.6286919831223629,0.5577725193072308,0.6708860759493671,0.6063606439844687
119,1.071553087511728,0.6455696202531646,0.5796316626533699,0.6962025316455697,0.6369284184942494
120,1.0711525151895922,0.6413502109704642,0.5754901824605237,0.6835443037974683,0.6264854127084796
121,1.0679778733918832,0.5527426160337553,0.4881952204632664,0.5949367088607594,0.5400880765967618
122,1.068393461926039,0.6118143459915611,0.5419926059276817,0.6708860759493671,0.6160895645138812
123,1.0941860939181127,0.5316455696202531,0.4613885696703269,0.6033755274261603,0.5326569180411103
124,1.0622757396032645,0.6286919831223629,0.5722786590049934,0.6708860759493671,0.6272543670088355
125,1.0708404211110847,0.5232067510548524,0.4500142552405414,0.5991561181434599,0.5320818844219576
126,1.0667644517366277,0.6286919831223629,0.5632128531697379,0.7046413502109705,0.6497107101182402
127,1.046034035294555,0.6033755274261603,0.5277689738411919,0.6708860759493671,0.6093031165776682
128,1.0478535142055778,0.6160337552742616,0.5521795025894358,0.6708860759493671,0.6302195243849675
129,1.0638526539469875,0.6497890295358649,0.5850952458263009,0.70042194092827,0.6522329320808
130,1.0970716781394427,0.6286919831223629,0.5724205440555556,0.6877637130801688,0.6488455916841768
131,1.0664898697720018,0.6075949367088608,0.5340173492967126,0.6624472573839663,0.6061671514442146
132,1.052883900875269,0.6329113924050633,0.5733816052494898,0.6835443037974683,0.6446101952288069
133,1.0629865416260653,0.6160337552742616,0.5552410405042391,0.6751054852320675,0.6261659245111791
134,1.0440552872280742,0.6413502109704642,0.5832274194218389,0.6877637130801688,0.648111414802156
135,1.0692235979922982,0.6371308016877637,0.5627146650103098,0.6666666666666666,0.600050512502374
136,1.063603654850361,0.6160337552742616,0.5541726555225572,0.679324894514768,0.6331765162373152
137,1.0722038496372313,0.6160337552742616,0.5524894746687256,0.6919831223628692,0.6393603880162578
138,1.0631795303766118,0.6413502109704642,0.5702542450056002,0.6962025316455697,0.6485470872959309
139,1.0629094340080438,0.6075949367088608,0.5266692953720639,0.6751054852320675,0.6073435066732209
140,1.0497687278791916,0.6286919831223629,0.5697968437138032,0.679324894514768,0.6331078999489312
141,1.0508147408795911,0.620253164556962,0.5520188774966497,0.679324894514768,0.614015614015614
142,1.0574091520420341,0.5527426160337553,0.4814955678853074,0.6244725738396625,0.5627173167013145
143,1.0578455897264702,0.620253164556962,0.5548464450562703,0.679324894514768,0.6256502019968062
144,1.0644661243571791,0.6413502109704642,0.577662932462304,0.70042194092827,0.6522771688209424
145,1.0579480750616206,0.6455696202531646,0.5826643539318422,0.6962025316455697,0.6504541763655064
146,1.0665962557459987,0.5569620253164557,0.4931003493341567,0.6033755274261603,0.5521117906650145
147,1.0578861888064894,0.6075949367088608,0.5438514790999401,0.6624472573839663,0.6054551818383612
148,1.058261911536372,0.5654008438818565,0.49005845895938177,0.6286919831223629,0.5747842219891909
149,1.0668922829073528,0.6033755274261603,0.531912531912532,0.6751054852320675,0.6131592849559231
150,1.067617884902067,0.6540084388185654,0.5850006539699376,0.6877637130801688,0.6358172628025568
151,1.055628396743952,0.6497890295358649,0.5812776165704774,0.70042194092827,0.6442863438698734
152,1.0445132588231287,0.6075949367088608,0.5284040734618397,0.6666666666666666,0.5974863111613161
153,1.066485194272773,0.6497890295358649,0.5853737011401365,0.6962025316455697,0.6489878078982131
154,1.0581682962040568,0.5991561181434599,0.5375515058833524,0.6919831223628692,0.6472906304374254
155,1.0830163054688031,0.6371308016877637,0.5732591380729672,0.6877637130801688,0.6363529537947228
156,1.063577525837477,0.6244725738396625,0.5483419889076439,0.6919831223628692,0.6362176949148607
157,1.0541989304298578,0.5654008438818565,0.4717733840293167,0.6033755274261603,0.5295424458588024
158,1.0487582032070604,0.620253164556962,0.5609697125603488,0.6919831223628692,0.6463034810156236
159,1.0401249015054037,0.5569620253164557,0.4854256853381699,0.6244725738396625,0.5723263898032813
160,1.0421141829601555,0.6160337552742616,0.551830969081061,0.679324894514768,0.627964614679927
161,1.05199653048848,0.6497890295358649,0.5751908837377873,0.70042194092827,0.6399491296779315
162,1.0626192494880322,0.5991561181434599,0.5315152855400533,0.6919831223628692,0.634849260361573
163,1.0556548418000686,0.6033755274261603,0.5398743743965227,0.6666666666666666,0.6154738619496196
164,1.0390306586442992,0.6455696202531646,0.5775777224993922,0.7088607594936709,0.6504429883974984
165,1.0436175313106804,0.6329113924050633,0.5753642087241903,0.6708860759493671,0.6220703917081697
166,1.0602526775626249,0.5527426160337553,0.48926945271865635,0.6371308016877637,0.5830611894853589
167,1.0511238075966058,0.6371308016877637,0.5771096841023484,0.6877637130801688,0.6514399478459018
168,1.0523373276688333,0.5316455696202531,0.44705718852060317,0.5654008438818565,0.4891941038602528
169,1.046013870904612,0.620253164556962,0.5557288775237115,0.6877637130801688,0.6299266585864952
170,1.058917221634887,0.6075949367088608,0.5436691801592881,0.6877637130801688,0.6349507210723387
171,1.0468475610710855,0.6329113924050633,0.5674882285724762,0.6877637130801688,0.6381107859007853
172,1.039872617222542,0.5991561181434599,0.5323997128848486,0.6751054852320675,0.6168559450234806
173,1.0524339537287868,0.6329113924050633,0.5607751570573585,0.6751054852320675,0.633980401501798
174,1.068144139855407,0.5907172995780591,0.5337409957470653,0.6497890295358649,0.6059623013259641
175,1.0652589756388997,0.6371308016877637,0.5727804420662281,0.6751054852320675,0.6296639503069902
176,1.0231310669765916,0.5738396624472574,0.5104617957931507,0.6413502109704642,0.5862321438323221
177,1.0582565013752427,0.6118143459915611,0.5518134273800149,0.6624472573839663,0.6173357101820491
178,1.062783953755401,0.5907172995780591,0.5314963418514732,0.6540084388185654,0.5972189780140701
179,1.0169733194417732,0.6118143459915611,0.5497674818719759,0.6919831223628692,0.6417288414765286
180,1.0504892371421637,0.6497890295358649,0.58378774183969,0.6877637130801688,0.64585389368896
181,1.0485425840976625,0.5949367088607594,0.5241687854565754,0.6497890295358649,0.5933160388292238
182,1.0193666649419209,0.5780590717299579,0.5117170826196721,0.6624472573839663,0.611813576797023
183,1.0448940618093623,0.6160337552742616,0.5561837638773142,0.6540084388185654,0.6040977203844894
184,1.0395236902458722,0.6455696202531646,0.5784809878006154,0.6877637130801688,0.6380668304098818
185,1.0356766567673794,0.6413502109704642,0.5824312198262943,0.70042194092827,0.6549963934818356
186,1.046073544857114,0.5949367088607594,0.5284819367175916,0.6708860759493671,0.6140041589207289
187,1.0212467784105346,0.6118143459915611,0.5453314074498719,0.6751054852320675,0.6260509976928478
188,1.0508560330368752,0.6244725738396625,0.5638997280006427,0.6919831223628692,0.6459706264628233
189,1.0335425207781237,0.5907172995780591,0.5113704411530499,0.6244725738396625,0.555886110198129
190,1.0405617217684902,0.6118143459915611,0.5502057788654051,0.6666666666666666,0.6238807638285714
191,1.0744648367859597,0.6329113924050633,0.5684212069921136,0.70042194092827,0.652381051181143
192,1.0510323726853659,0.6329113924050633,0.5689810555957289,0.6919831223628692,0.6442402086493447
193,1.0639379731444425,0.5443037974683544,0.478164450870417,0.6160337552742616,0.5537914501695136
194,1.0342740749203883,0.5907172995780591,0.5236757330322886,0.6455696202531646,0.5913351443001551
195,1.031358796496724,0.620253164556962,0.554910819696692,0.7046413502109705,0.6572062363913018
196,1.0068980885106464,0.6033755274261603,0.5407864428893479,0.6962025316455697,0.6471012594415868
197,1.0437249818513559,0.6286919831223629,0.5620630601993246,0.6624472573839663,0.6201861235229876
198,1.0718270720437515,0.5780590717299579,0.515931834463798,0.6666666666666666,0.6113207882777294
199,1.0158236331717914,0.6118143459915611,0.5377927706400206,0.6877637130801688,0.6248766039815894
200,1.0495348378669385,0.6244725738396625,0.5571003802231616,0.6835443037974683,0.6318716002110488
